Number,CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars,corng_y,corng_pa,corng_ha,soy_y,soy_pa,soy_ha,CN_lb/ac,CN,MN,FN,GN,NS
4061,POWESHIEK,1973,30000,3200,45653,1500,-51,-51,22584,75904,964,19284,106.2,107600,,36.0,69200,,43.58602611,48.9,35.8,37.6,,
4062,POWESHIEK,1974,28800,2400,40736,1440,262,262,20312,71904,835,16693,80.3,119400,229000.0,27.3,67700,53400.0,52.86752329,59.3,30.7,17.8,70.4,37.4
4063,POWESHIEK,1975,30000,2400,28503,1500,563,563,16234,67371,876,17529,88.0,127500,,33.6,61900,,45.07842496,50.5,27.3,27.2,,
4064,POWESHIEK,1976,31850,2300,36342,1592,637,637,19231,129367,967,19341,101.9,132400,218500.0,33.7,54300,54200.0,57.68936468,64.7,38.5,24.3,89.3,38.2
4065,POWESHIEK,1977,32515,2184,36104,1626,585,585,19535,133467,1037,20732,77.6,141100,,35.6,57600,,41.30338415,46.3,36.9,27.2,,
4066,POWESHIEK,1978,31900,2000,40142,1595,453,453,21047,125000,1094,21874,110.4,135000,236000.0,36.6,64300,85100.0,40.14690711,45.0,36.5,32.1,101.8,11.8
4067,POWESHIEK,1979,30000,2100,38480,1500,390,390,18993,133333,1010,20205,126.4,130000,,39.1,69600,,49.18836651,55.1,36.2,39.4,,
4068,POWESHIEK,1980,32500,2000,33016,1625,431,431,17005,128333,1005,20099,110.7,136000,239000.0,41.0,70100,75300.0,48.19306561,54.0,33.4,41.9,104.6,24.7
4069,POWESHIEK,1981,33100,1800,32541,1655,454,454,16980,132734,989,19773,120.9,143000,,43.7,72000,,51.51231212,57.7,32.4,46.1,,
4070,POWESHIEK,1982,31500,1900,26841,1575,702,702,15180,130000,857,17134,122.1,148000,230600.0,37.8,78600,82600.0,46.12614005,51.7,29.1,36.7,109.5,8.0
4071,POWESHIEK,1983,27200,1800,28741,1360,686,686,16047,125000,873,17461,76.0,90000,,37.7,78000,,47.64433331,53.4,38.3,48.9,,
4072,POWESHIEK,1984,23600,1500,23753,1180,627,627,12684,121000,830,16597,115.8,126000,223200.0,34.0,79900,78100.0,47.7299605,53.5,28.2,33.1,101.5,13.3
4073,POWESHIEK,1985,21400,1500,20902,1070,757,757,11301,115667,791,15830,120.1,126000,,39.1,81400,,51.18083495,57.4,26.3,44.3,,
4074,POWESHIEK,1986,20800,1400,21378,1040,580,580,11126,107333,760,15207,121.9,114000,225300.0,39.1,88900,90500.0,46.2208601,51.8,25.5,49.5,112.6,14.2
4075,POWESHIEK,1987,20000,1300,23515,1000,372,372,12672,103667,801,16022,129.9,103000,,46.2,80100,,50.86153377,57.0,28.4,66.2,,
4076,POWESHIEK,1988,20000,1100,23634,1000,242,242,13045,105333,768,15350,51.6,111000,235000.0,24.5,79800,97000.0,54.92789961,61.6,27.3,14.2,57.9,45.2
4077,POWESHIEK,1989,21400,1200,21853,1070,278,278,11951,111667,806,16118,108.6,121000,,38.5,79900,,53.83854422,60.4,26.5,43.6,,
4078,POWESHIEK,1990,19700,1200,23278,985,311,311,12188,112055,768,15350,124.2,125000,244000.0,43.1,72000,111700.0,57.46618441,64.4,27.0,49.2,121.4,19.2
4079,POWESHIEK,1991,19163,1101,24465,958,206,206,12345,114980,863,17270,105.6,127000,,44.8,78000,,58.18834317,65.2,26.5,54.7,,
4080,POWESHIEK,1992,18658,1113,20902,933,286,286,10919,114148,815,16310,136.4,125000,234000.0,43.0,77000,118600.0,55.4518777,62.2,25.8,51.1,129.3,9.8
4081,POWESHIEK,1993,17982,1125,21140,899,250,250,10760,113890,815,16310,79.0,115000,,34.0,82000,,49.59823495,55.6,26.2,35.5,,
4082,POWESHIEK,1994,17230,1163,21853,862,202,202,10760,112049,720,14390,149.0,121000,236000.0,53.6,80000,126500.0,65.33355975,73.2,25.3,76.1,152.4,22.2
4083,POWESHIEK,1995,17032,1135,21615,852,201,201,10442,109002,652,13048,112.9,116000,,42.2,87000,,54.0616723,60.6,24.3,55.6,,
4084,POWESHIEK,1996,16053,1154,21378,803,147,147,10125,105847,600,11992,133.2,111000,233000.0,44.1,74000,125600.0,66.5667471,74.6,25.8,56.0,130.6,25.8
4085,POWESHIEK,1997,15474,1091,23753,774,-30,-30,10678,110727,590,11791,140.9,113900,,48.7,102500,,58.73909999,65.8,22.8,78.1,,
4086,POWESHIEK,1998,15073,1025,23753,754,11,11,10251,99007,480,9610,145.4,116700,155400.0,49.7,106900,116800.0,58.6603969,65.8,20.3,81.4,153.3,14.2
4087,POWESHIEK,1999,15508,928,24228,775,14,14,10709,85652,375,7498,148.3,120000,,44.3,115000,,60.94129197,68.3,17.8,69.0,,
4088,POWESHIEK,2000,15801,832,26128,790,-16,-16,11343,71712,292,5839,148.9,122000,231400.0,44.9,113000,131500.0,58.84009693,66.0,16.5,69.4,140.3,11.6
4089,POWESHIEK,2001,15400,692,24940,770,32,32,10780,58822,218,4363,150.2,120000,,48.6,116000,,53.26608086,59.7,14.5,80.7,,
4090,POWESHIEK,2002,16298,683,7683,815,292,292,5099,45550,134,2685,176.5,121000,238600.0,51.7,112000,126300.0,52.18812082,58.5,10.1,87.0,162.5,-6.9
4091,POWESHIEK,2003,16000,1493,5781,800,701,701,4594,52915,152,3046,172.9,122500,,31.6,116000,,56.61441892,63.5,11.1,35.2,,
4092,POWESHIEK,2004,14000,1388,4800,700,749,749,3933,60195,182,3632,186.2,128500,209800.0,53.4,114000,130500.0,60.91031998,68.3,11.1,89.4,173.2,-4.4
4093,POWESHIEK,2005,12000,2200,4322,600,1230,1230,3107,67402,211,4215,176.4,128000,,55.6,114500,,63.4401712,71.1,12.1,95.4,,
4094,POWESHIEK,2006,13000,1682,3969,650,842,842,2990,74997,241,4827,182.3,128000,188700.0,53.7,113500,130200.0,62.54444027,70.1,12.6,90.2,174.3,-1.4
4095,POWESHIEK,2007,11295,683,4952,565,207,207,3612,83753,258,5155,182.6,141000,,58.2,100400,,68.20596281,76.5,12.6,89.9,,
4096,POWESHIEK,2008,12100,700,4036,605,207,207,3263,82799,248,4952,170.0,137000,187200.0,48.5,112500,136400.0,71.71996049,80.4,12.0,73.8,160.8,5.4
4097,POWESHIEK,2009,11600,700,4060,580,215,215,3227,83029,206,4110,184.5,146000,,57.5,109000,,62.6572169,70.2,11.7,90.8,,
4098,POWESHIEK,2010,11200,700,4439,560,209,209,3310,84313,149,2977,153.2,144000,211400.0,51.3,113000,146800.0,58.34727493,65.4,11.6,78.6,157.5,-1.9
4099,POWESHIEK,2011,10700,600,4706,535,198,198,3356,86517,87,1749,179.0,153000,,56.5,108000,,74.72097457,83.8,11.5,85.6,,
4100,POWESHIEK,2012,10776,1247,5515,539,862,862,3582,88318,20,394,152.3,154500,217000.0,52.7,106500,142600.0,75.02298705,84.1,12.3,76.1,158.0,14.5
4101,POWESHIEK,2013,10455,1244,4546,523,969,969,3363,89284,22,448,158.5,148500,,43.4,111000,,67.63194959,75.8,12.3,58.2,,
4102,POWESHIEK,2014,9880,1225,4421,494,964,964,3426,92190,23,466,188.4,141000,212900.0,50.7,119000,152200.0,55.95315075,62.7,12.5,80.4,172.3,-16.7
4103,POWESHIEK,2015,10174,1275,4403,509,1010,1010,3525,93289,24,475,197.8,145000,,56.3,116000,,60.59695948,67.9,12.7,91.5,,
4104,POWESHIEK,2016,10609,1293,4457,530,984,984,3648,96175,24,475,213.2,147000,226900.0,57.5,114000,148600.0,64.62660951,72.4,13.1,92.8,193.4,-15.1
4105,POWESHIEK,2017,11294,1052,5969,565,611,611,4256,98289,23,461,215.1,149500,,56.6,112000,,65.82366951,73.8,13.3,88.9,,
4106,POWESHIEK,2018,10309,1366,4729,515,970,970,3843,99447,24,470,218.7,145500,202700.0,58.2,118500,153000.0,59.29447721,66.5,13.3,97.0,200.1,-23.3
4107,POWESHIEK,2019,10086,1366,4801,504,969,969,3867,100794,24,484,200.3,154500,,53.4,106500,,59.99202634,67.3,13.6,77.6,,
4108,RINGGOLD,1968,25700,2800,6955,1285,1290,1290,4585,96655,60,1197,92.6,45300,214900.0,34.9,28300,164600.0,11.09977714,12.4,58.0,34.7,104.0,1.1
4109,RINGGOLD,1969,27300,2900,7999,1365,1221,1221,4933,93988,56,1114,72.0,45000,,25.1,30200,,3.705292899,4.2,57.2,14.9,,
4110,RINGGOLD,1970,29500,2800,7999,1475,1093,1093,4933,99655,55,1103,74.2,50300,207900.0,31.1,32100,167400.0,3.415994349,3.8,54.3,27.1,90.1,-4.9
4111,RINGGOLD,1971,32600,2600,7200,1630,885,885,4667,94988,47,932,94.6,55600,,30.6,34000,,6.000392204,6.7,48.6,25.4,,
4112,RINGGOLD,1972,36000,2400,7634,1800,849,849,4811,93322,48,958,103.6,53700,206800.0,33.0,35900,186900.0,5.829991082,6.5,48.9,32.0,107.7,-20.3
4113,RINGGOLD,1973,36000,1900,6947,1800,726,726,4582,94322,47,949,99.0,55500,,31.0,37800,,20.07383095,22.5,45.9,28.0,,
4114,RINGGOLD,1974,34300,1300,6199,1715,589,589,4333,92655,41,822,39.1,64000,210900.0,20.5,39700,185800.0,26.76726481,30.0,38.9,4.7,56.7,16.9
4115,RINGGOLD,1975,37200,1500,4338,1860,696,696,3513,90155,43,863,65.4,64500,,28.0,37900,,20.39243169,22.9,39.1,19.6,,
4116,RINGGOLD,1976,41650,1200,5530,2082,618,618,3843,54300,48,951,89.5,70500,213400.0,31.7,33700,189800.0,24.61931125,27.6,30.8,23.6,99.3,-17.3
4117,RINGGOLD,1977,39860,1168,5494,1993,609,609,3765,54333,51,1020,46.0,73700,,31.0,38100,,10.57786609,11.9,28.1,23.6,,
4118,RINGGOLD,1978,36500,1100,6109,1825,621,621,4103,57333,54,1076,100.0,68000,218600.0,29.6,49400,195900.0,8.002751265,9.0,26.9,25.9,99.3,-37.5
4119,RINGGOLD,1979,36000,1200,5856,1800,664,664,3885,66000,50,994,106.2,69000,,30.7,50100,,15.649945,17.5,28.2,28.4,,
4120,RINGGOLD,1980,38500,1000,5024,1925,475,475,3508,70000,49,990,54.8,73000,212600.0,33.6,52500,199700.0,17.45019861,19.6,27.4,34.8,91.0,-9.2
4121,RINGGOLD,1981,39000,1000,4952,1950,474,474,3651,67377,49,973,117.8,71000,,39.0,51700,,17.90638165,20.1,27.6,47.3,,
4122,RINGGOLD,1982,37200,900,4085,1860,529,529,3395,61667,42,843,82.9,59000,207100.0,26.0,60100,198900.0,14.9121262,16.7,26.4,21.2,86.1,-21.8
4123,RINGGOLD,1983,33000,900,4374,1650,565,565,3491,58333,43,859,45.7,44000,,21.5,55600,,16.42906047,18.4,29.7,9.9,,
4124,RINGGOLD,1984,28100,500,3615,1405,327,327,2638,55667,41,817,60.1,68000,205500.0,22.3,57800,195500.0,11.37939032,12.8,20.6,10.1,69.6,-26.1
4125,RINGGOLD,1985,26700,500,3181,1335,333,333,2894,58333,39,779,122.6,73000,,37.6,52600,,12.61640572,14.1,20.9,43.9,,
4126,RINGGOLD,1986,24000,600,3253,1200,390,390,3084,49667,37,749,111.3,65000,213000.0,35.2,55500,201100.0,15.08437391,16.9,19.7,42.3,116.0,-37.1
4127,RINGGOLD,1987,25000,600,3578,1250,265,265,3693,46000,39,789,109.1,41000,,36.5,45000,,17.08539457,19.2,27.4,51.7,,
4128,RINGGOLD,1988,25500,700,3597,1275,306,306,3699,49667,38,755,45.1,46000,214000.0,22.9,43300,191400.0,17.96710932,20.1,27.8,12.3,64.2,-4.0
4129,RINGGOLD,1989,25300,800,3325,1265,357,357,3442,43000,40,793,100.5,50000,,32.3,41800,,20.32904794,22.8,25.1,34.7,,
4130,RINGGOLD,1990,23700,800,3542,1185,388,388,3391,52917,38,755,96.9,48000,217500.0,28.9,40000,189200.0,24.08650406,27.0,28.6,26.3,96.2,-14.3
4131,RINGGOLD,1991,23493,669,3723,1175,305,305,3328,64770,42,850,108.4,50000,,35.0,40400,,30.31896572,34.0,30.7,40.5,,
4132,RINGGOLD,1992,23327,610,3181,1166,282,282,3025,74334,40,803,123.8,51000,218200.0,37.6,36000,191000.0,30.14251034,33.8,34.1,43.4,124.4,-13.1
4133,RINGGOLD,1993,22951,548,3217,1148,248,248,2914,84271,40,803,42.0,44000,,24.5,35000,,23.73329941,26.6,40.3,15.0,,
4134,RINGGOLD,1994,22471,491,3325,1124,218,218,2827,92320,35,709,138.1,48000,232400.0,47.8,38000,175700.0,38.49916477,43.2,39.0,70.7,146.8,6.1
4135,RINGGOLD,1995,22722,406,3289,1136,182,182,2692,98187,32,642,65.3,18000,,25.7,51000,,27.41199285,30.7,50.4,29.9,,
4136,RINGGOLD,1996,21929,336,3253,1096,145,145,2557,102887,30,590,117.0,43000,217000.0,33.9,35000,193600.0,38.87640354,43.6,45.5,38.0,114.6,12.5
4137,RINGGOLD,1997,21674,242,3615,1084,90,90,2555,120089,959,19178,109.0,39800,,41.4,49500,,37.33162695,41.8,48.8,69.5,,
4138,RINGGOLD,1998,20753,234,3615,1038,103,103,2205,119821,925,18499,112.4,39400,231500.0,39.7,50500,187100.0,37.00760987,41.5,47.6,65.2,122.4,31.9
4139,RINGGOLD,1999,20982,217,3687,1049,101,101,2362,116770,884,17678,119.2,43000,,36.2,49000,,40.44400185,45.3,45.7,51.8,,
4140,RINGGOLD,2000,21003,202,3976,1050,99,99,2459,112603,887,17740,144.0,43000,224000.0,39.2,49000,194500.0,37.0779942,41.6,44.7,60.4,135.5,11.2
4141,RINGGOLD,2001,20100,174,3795,1005,98,98,2332,110347,932,18631,108.3,41000,,38.6,46000,,37.67002673,42.2,46.3,58.3,,
4142,RINGGOLD,2002,25745,180,4570,1287,69,69,2897,107326,640,12810,128.6,44000,236500.0,42.2,47000,181500.0,32.55954745,36.5,44.4,67.0,132.8,15.1
4143,RINGGOLD,2003,22000,201,3516,1100,109,109,2505,102206,923,18465,104.8,45000,,26.7,47000,,32.60507138,36.6,42.3,23.4,,
4144,RINGGOLD,2004,24000,115,2993,1200,46,46,1998,96982,954,19076,153.0,47500,222000.0,47.0,45000,190900.0,39.23683034,44.0,40.6,75.7,154.5,5.8
4145,RINGGOLD,2005,23500,109,2774,1175,49,49,1758,91699,977,19531,153.8,45000,,53.3,48000,,37.95225105,42.5,38.6,97.9,,
4146,RINGGOLD,2006,26000,100,2634,1300,29,29,1878,87167,1000,20010,142.3,45000,236500.0,42.0,49500,183200.0,37.65583521,42.2,37.7,67.4,138.3,9.0
4147,RINGGOLD,2007,21266,259,3419,1063,69,69,2439,84516,967,19338,140.5,49000,,46.3,46500,,31.37238763,35.2,36.0,73.9,,
4148,RINGGOLD,2008,22500,200,3617,1125,44,44,2812,92558,933,18667,115.0,47000,216500.0,26.5,57900,193500.0,40.91927123,45.9,35.1,24.7,98.8,6.9
4149,RINGGOLD,2009,22000,200,4438,1100,42,42,3393,99250,1058,21156,134.4,54500,,45.5,54500,,35.89284925,40.2,36.3,73.8,,
4150,RINGGOLD,2010,21000,200,5689,1050,40,40,4118,107613,1146,22924,94.1,51500,200500.0,43.9,59100,193600.0,21.81447634,24.5,38.5,74.2,128.3,8.9
4151,RINGGOLD,2011,20000,200,6882,1000,42,42,4823,117053,1228,24570,118.7,58600,,43.7,59100,,118.5226524,132.9,38.9,69.2,,
4152,RINGGOLD,2012,23445,124,9020,1172,56,56,5843,125885,1125,22499,71.6,57500,202000.0,36.9,64400,195200.0,140.1049527,157.1,40.7,53.4,105.0,146.2
4153,RINGGOLD,2013,24500,100,6925,1225,45,45,5006,136261,1276,25520,121.1,61700,,33.8,62400,,145.5065776,163.1,41.9,42.4,,
4154,RINGGOLD,2014,23000,100,6254,1150,49,49,4644,148842,1329,26572,166.4,59900,211000.0,46.1,67700,195400.0,151.369859,169.7,42.8,80.0,159.4,133.1
4155,RINGGOLD,2015,24000,100,5766,1200,46,46,4343,159298,1355,27099,147.8,56000,,43.2,47500,,48.87613923,54.8,55.4,62.0,,
4156,RINGGOLD,2016,25000,100,5382,1250,42,42,4076,171922,1355,27099,179.5,55000,214500.0,51.7,64400,197500.0,50.42380956,56.5,50.7,97.6,175.9,28.9
4157,RINGGOLD,2017,26646,88,6618,1332,28,28,4350,183619,1315,26310,167.8,52700,,48.8,64600,,50.87061563,57.0,54.7,91.1,,
4158,RINGGOLD,2018,27000,200,5243,1350,67,67,3891,185105,1342,26835,153.3,50900,231000.0,47.2,58300,196800.0,48.34403279,54.2,58.9,83.7,154.8,42.0
4159,RINGGOLD,2019,26500,200,5324,1325,70,70,3918,186835,1381,27625,156.0,51650,,49.0,56700,,48.61594424,54.5,59.9,87.1,,
4160,SAC,1968,13900,4300,7711,695,11210,11210,4714,213627,3416,68320,98.3,136300,119000.0,33.3,126500,124000.0,47.87091142,53.7,36.0,39.3,108.8,20.2
4161,SAC,1969,14800,3900,8869,740,10291,10291,5100,200627,3179,63579,100.0,141000,118000.0,31.3,119700,125000.0,50.37922266,56.5,34.3,32.5,105.3,18.0
4162,SAC,1970,14600,3600,8869,730,10306,10306,5100,211293,3147,62932,67.5,149500,124500.0,26.7,112900,131400.0,51.88544151,58.2,34.8,19.7,83.3,29.4
4163,SAC,1971,18600,3400,7983,930,8043,8043,4805,208627,2660,53207,88.8,170100,142300.0,30.0,106100,125000.0,50.48489095,56.6,31.6,24.5,95.4,17.3
4164,SAC,1972,19000,3400,8464,950,8894,8894,4965,207293,2734,54689,115.7,155000,125900.0,34.4,99300,128100.0,51.38363045,57.6,34.7,34.2,117.1,9.4
4165,SAC,1973,19900,2800,7703,995,7204,7204,42734,207960,2707,54150,111.3,167400,135000.0,34.0,92500,160100.0,58.14225199,65.2,44.7,30.4,117.1,23.2
4166,SAC,1974,20300,2400,6873,1015,6513,6513,34424,206960,2344,46876,86.5,177500,157100.0,31.3,85700,146800.0,60.30575171,67.6,40.4,23.0,98.2,32.8
4167,SAC,1975,18800,2400,4809,940,5709,5709,26970,197627,2461,49220,88.5,178200,156500.0,34.3,91700,147000.0,58.5037263,65.6,36.0,29.5,105.3,25.8
4168,SAC,1976,17100,2550,6132,855,5974,5974,28144,140067,2716,54311,55.4,187600,159600.0,25.8,85500,142800.0,78.16979429,87.6,31.1,12.8,74.1,57.4
4169,SAC,1977,16984,2159,6092,849,5431,5431,28864,167700,2911,58217,88.6,186100,152400.0,37.1,97500,150900.0,70.24263959,78.7,32.5,35.1,112.4,33.9
4170,SAC,1978,16200,1700,6773,810,4773,4773,32258,165000,3071,61424,113.5,176000,158000.0,37.4,103000,147000.0,68.57505938,76.9,33.5,38.3,121.1,27.6
4171,SAC,1979,15500,1600,6492,775,4006,4006,28831,181667,2837,56736,123.7,184000,162000.0,38.1,109100,154200.0,80.77014977,90.5,31.6,40.0,126.9,35.2
4172,SAC,1980,16100,1800,5571,805,4310,4310,26524,193333,2822,56439,85.8,179000,169000.0,35.4,109500,153900.0,76.8250918,86.1,32.7,35.3,105.9,48.2
4173,SAC,1981,17700,1900,5490,885,4489,4489,25163,194845,2776,55524,119.8,175000,174800.0,41.7,109500,147400.0,83.02559335,93.1,33.1,48.9,130.2,44.9
4174,SAC,1982,16700,2000,4529,835,4045,4045,21843,186667,2406,48115,117.4,170000,169900.0,37.4,120000,151800.0,73.32044102,82.2,30.1,42.9,121.9,33.3
4175,SAC,1983,15000,1900,4849,750,3907,3907,21950,186667,2452,49031,85.0,119000,97400.0,34.5,109000,145600.0,70.73210429,79.3,38.1,42.1,114.2,45.3
4176,SAC,1984,13700,1500,4008,685,2768,2768,15869,184333,2330,46607,108.2,155000,153400.0,31.4,125000,154000.0,79.33677089,88.9,28.1,31.8,107.7,41.1
4177,SAC,1985,11500,1300,3527,575,2239,2239,14176,192333,2223,44451,129.7,156000,168200.0,39.3,117000,147300.0,80.50564507,90.2,28.4,48.8,130.2,37.2
4178,SAC,1986,10000,1400,3607,500,2793,2793,13202,183000,2135,42700,132.1,140000,149800.0,44.9,124000,148000.0,71.15158062,79.8,28.1,67.8,145.3,30.4
4179,SAC,1987,9000,900,3968,450,2076,2076,15323,190333,2249,44990,132.6,118000,121100.0,43.9,123000,144300.0,72.34233654,81.1,31.7,70.9,147.5,36.2
4180,SAC,1988,9500,1000,3988,475,1811,1811,14329,207000,2155,43104,123.9,136000,138300.0,39.3,124000,148400.0,81.86178382,91.8,30.6,54.4,131.8,45.0
4181,SAC,1989,9800,900,3687,490,1814,1814,14229,204000,2263,45259,126.7,153000,157200.0,42.5,125000,151900.0,73.8255384,82.8,28.5,59.0,137.6,32.7
4182,SAC,1990,9800,700,3928,490,1569,1569,14154,218417,2155,43104,127.9,156000,155600.0,41.5,120000,145400.0,73.92100676,82.9,29.6,54.7,135.3,31.9
4183,SAC,1991,9344,655,4128,467,1431,1431,14065,238458,2425,48492,118.3,148000,146000.0,38.8,132000,168100.0,66.96911626,75.1,31.3,52.5,130.1,28.8
4184,SAC,1992,8901,675,3527,445,1492,1492,13709,250813,2290,45798,157.4,160000,168400.0,45.7,124000,152000.0,69.08947712,77.4,31.6,64.9,154.6,19.3
4185,SAC,1993,8378,697,3567,419,1527,1527,13566,264370,2290,45798,80.8,150000,150000.0,38.1,131000,157000.0,60.39515691,67.7,33.1,50.1,113.1,37.8
4186,SAC,1994,7820,734,3687,391,1592,1592,13451,273658,2021,40410,160.8,161000,171200.0,55.0,132000,159800.0,74.79608941,83.8,32.1,89.6,175.9,29.6
4187,SAC,1995,7511,731,3647,376,1602,1602,13282,278865,1832,36638,129.8,156000,165600.0,46.3,136000,162500.0,65.57132453,73.5,32.3,70.7,147.2,29.3
4188,SAC,1996,6857,758,3607,343,1619,1619,13113,282623,1684,33675,148.8,166000,171300.0,44.0,145000,161800.0,75.45861091,84.6,30.3,65.0,148.7,31.2
4189,SAC,1997,6379,732,4008,319,1446,1446,13091,311301,1019,20377,136.6,152600,167800.0,47.5,148700,169500.0,67.39167362,75.5,32.7,78.1,153.1,33.2
4190,SAC,1998,5884,668,4008,294,1369,1369,12269,338845,1046,20926,141.6,160100,167500.0,45.2,153500,162900.0,69.64377142,78.1,33.3,71.4,149.1,33.7
4191,SAC,1999,5716,581,4088,286,1172,1172,13763,360868,1060,21209,168.4,155000,168700.0,42.9,149000,167800.0,64.67295425,72.5,36.5,65.4,154.6,19.8
4192,SAC,2000,5478,498,4408,274,990,990,13836,379364,1125,22499,128.2,158000,173400.0,33.7,146000,161700.0,67.70369537,75.9,38.1,40.2,119.1,35.1
4193,SAC,2001,5000,389,4208,250,810,810,13036,403005,1245,24903,152.7,153000,166900.0,48.0,150000,167000.0,56.86890423,63.8,39.9,79.7,159.9,23.5
4194,SAC,2002,4421,355,15713,221,359,359,16683,423896,1353,27053,166.2,154600,169500.0,52.9,142000,156500.0,59.9686515,67.2,44.2,89.8,173.3,27.9
4195,SAC,2003,4500,555,17148,225,443,443,17383,449491,1157,23138,155.5,145000,169500.0,31.4,138000,158900.0,67.61864888,75.8,48.8,34.8,124.8,34.6
4196,SAC,2004,4000,433,19388,200,585,585,18796,474283,1051,21018,184.3,164000,174000.0,48.4,137000,154400.0,67.18448573,75.3,48.2,74.3,170.3,27.5
4197,SAC,2005,4000,560,22941,200,632,632,20314,498367,928,18569,185.8,159000,176000.0,55.1,138000,149800.0,74.20229401,83.2,51.4,92.7,183.4,43.9
4198,SAC,2006,5000,818,27098,250,480,480,22366,525953,800,16005,134.0,162000,173500.0,47.2,135500,151800.0,69.94169765,78.4,54.5,71.4,147.7,56.6
4199,SAC,2007,7390,788,42993,370,809,809,32862,564240,628,12555,173.9,177000,187500.0,54.0,121500,137300.0,85.83646944,96.2,61.3,78.7,172.6,63.6
4200,SAC,2008,7900,800,31544,395,1304,1304,28071,551837,605,12095,184.0,175500,176000.0,50.5,125500,149600.0,86.95940705,97.5,58.0,72.8,173.5,54.8
4201,SAC,2009,7600,800,28376,380,1469,1469,26040,520423,581,11630,184.5,177000,181500.0,50.0,130000,146100.0,75.71632927,84.9,53.6,72.8,171.7,39.6
4202,SAC,2010,7300,800,27499,365,1533,1533,24773,498590,528,10558,189.7,171500,175000.0,54.5,135000,147000.0,71.47474685,80.1,51.4,86.4,183.4,34.5
4203,SAC,2011,7000,700,25582,350,1517,1517,23159,481849,466,9323,183.4,181000,183700.0,51.2,126000,140200.0,88.39998306,99.1,49.2,73.2,172.4,49.1
4204,SAC,2012,7390,1366,25962,370,614,614,22311,461711,343,6866,130.7,181500,187700.0,43.6,125000,140000.0,89.66698296,100.5,47.4,56.0,135.6,68.3
4205,SAC,2013,7500,1274,20980,375,934,934,20166,465400,389,7788,142.6,178500,178000.0,42.6,124000,132800.0,83.19588332,93.3,47.6,54.0,138.8,56.1
4206,SAC,2014,7400,1164,20011,370,853,853,19359,478713,405,8109,179.8,167500,182900.0,55.2,131000,140200.0,68.32512114,76.6,49.1,87.7,178.5,34.9
4207,SAC,2015,7942,1120,19550,397,865,865,18721,483029,413,8270,204.8,168500,181100.0,60.7,131500,137900.0,71.11752635,79.7,49.0,100.7,199.1,30.3
4208,SAC,2016,8617,1043,19416,431,755,755,18192,496271,413,8270,214.3,170000,182500.0,63.3,128500,135500.0,75.92787969,85.1,50.2,104.9,207.2,33.0
4209,SAC,2017,9029,441,25520,451,142,142,19742,505664,401,8029,194.5,164500,180800.0,57.8,134500,142200.0,77.35925818,86.7,51.2,96.3,190.2,44.0
4210,SAC,2018,9100,400,20217,455,249,249,17975,511479,409,8189,213.5,162000,175600.0,60.7,143000,145000.0,69.56943368,78.0,49.9,107.7,204.8,30.8
4211,SAC,2019,8900,400,20528,445,241,241,18078,518245,421,8430,220.6,175000,177300.0,59.3,131000,143150.0,70.40158408,78.9,50.4,95.1,204.4,20.0
4212,SCOTT,1968,8400,5300,29734,420,3510,3510,21147,423297,1042,20849,96.0,112600,98000.0,36.1,84000,81400.0,34.51140775,38.7,75.4,41.3,109.3,46.1
4213,SCOTT,1969,9100,4900,34200,455,2160,2160,22636,413797,970,19401,110.0,114000,89000.0,39.0,77300,77000.0,31.25695453,35.0,76.2,45.4,121.5,35.1
4214,SCOTT,1970,9300,4500,34200,465,1555,1555,22636,420797,960,19204,67.5,115800,94600.0,35.4,70600,77100.0,32.87510056,36.9,78.5,35.2,96.0,54.6
4215,SCOTT,1971,9800,4100,30785,490,1596,1596,21497,414797,812,16236,115.7,114600,108400.0,38.7,63900,72800.0,34.83679868,39.1,79.6,39.6,118.2,40.1
4216,SCOTT,1972,9700,4100,32639,485,2091,2091,22115,413130,834,16689,115.6,110400,100200.0,38.0,57200,78500.0,36.36006766,40.8,85.3,36.5,119.9,42.7
4217,SCOTT,1973,9700,3900,29703,485,1937,1937,19301,413464,826,16524,106.0,111900,102800.0,36.8,50500,83800.0,44.17402776,49.5,86.1,31.2,114.4,52.4
4218,SCOTT,1974,10000,3700,26504,500,2228,2228,18335,410797,715,14305,82.3,116500,111100.0,27.5,43800,85000.0,47.46158109,53.2,85.7,13.7,85.8,66.8
4219,SCOTT,1975,9600,4000,18545,480,3452,3452,13982,406564,751,15020,115.0,122900,115700.0,40.7,39200,82900.0,44.84574517,50.3,82.0,29.4,122.7,39.0
4220,SCOTT,1976,10500,3400,23645,525,1777,1777,16198,144933,829,16573,116.6,136000,118000.0,38.4,33000,78600.0,57.88682335,64.9,40.1,21.3,117.9,8.4
