Number,CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars,corng_y,corng_pa,corng_ha,soy_y,soy_pa,soy_ha,CN_lb/ac,CN,MN,FN,GN,NS
2632,JEFFERSON,2000,8832,481,5277,442,173,173,3059,77087,230,4590,141.9,65000,89900.0,38.2,67000,40900.0,51.38830115,57.6,20.6,54.8,123.6,9.4
2633,JEFFERSON,2001,8600,425,5037,430,172,172,2912,78946,217,4348,134.4,43000,84300.0,40.5,55000,43700.0,51.57061724,57.8,27.9,67.6,125.1,28.2
2634,JEFFERSON,2002,7808,671,3577,390,323,323,2689,80401,200,4006,134.9,65000,85000.0,36.9,61000,43900.0,44.4734005,49.9,21.9,48.9,120.0,0.7
2635,JEFFERSON,2003,8000,545,2591,400,286,286,2530,79515,176,3530,146.9,66500,87000.0,32.1,62000,42800.0,49.53729628,55.5,20.8,36.2,118.5,-6.0
2636,JEFFERSON,2004,8000,340,2054,400,351,351,2018,78523,166,3328,173.1,68000,91000.0,53.6,61000,43800.0,51.93843721,58.2,19.9,90.5,161.5,7.1
2637,JEFFERSON,2005,8000,362,1746,400,357,357,1749,77438,154,3079,143.6,69000,92000.0,52.8,60500,43200.0,56.78744178,63.7,19.4,87.3,145.0,25.4
2638,JEFFERSON,2006,8500,441,1489,425,324,324,1596,76828,141,2821,170.7,64500,87600.0,46.5,64000,48600.0,54.11982231,60.7,19.4,76.2,152.7,3.6
2639,JEFFERSON,2007,10168,807,1685,508,26,26,1672,77655,120,2403,159.9,79000,102600.0,46.3,48500,37900.0,49.59769541,55.6,20.4,57.8,140.2,-6.4
2640,JEFFERSON,2008,7098,1393,2151,355,238,238,1825,76180,114,2286,167.0,67500,90000.0,42.0,59500,49600.0,61.12892281,68.5,20.6,60.2,144.0,5.3
2641,JEFFERSON,2009,6444,1321,2913,322,238,238,2076,70997,117,2338,150.0,77500,102500.0,51.5,55000,48300.0,48.60236134,54.5,18.8,74.7,146.5,1.5
2642,JEFFERSON,2010,5884,1252,3968,294,193,193,2425,67076,114,2285,98.5,69500,102500.0,46.8,59700,54300.0,44.89426691,50.3,18.6,71.4,117.4,22.9
2643,JEFFERSON,2011,5299,1145,5003,265,168,168,2768,63666,110,2207,112.4,76500,105000.0,41.9,60900,46500.0,59.83386451,67.1,17.0,56.8,113.1,27.8
2644,JEFFERSON,2012,5487,268,6758,274,108,108,3350,59820,91,1817,102.8,74400,108700.0,44.0,65700,48100.0,51.72173244,58.0,15.3,65.4,110.9,27.8
2645,JEFFERSON,2013,5700,300,5104,285,150,150,2895,67092,103,2061,145.5,75000,106000.0,41.1,67100,50100.0,45.51207115,51.0,16.1,58.4,130.0,-4.5
2646,JEFFERSON,2014,5400,300,4525,270,166,166,2798,75405,107,2146,200.9,74100,109300.0,47.3,67600,52400.0,46.85362025,52.5,17.4,75.0,166.6,-21.7
2647,JEFFERSON,2015,5600,300,4083,280,181,181,2746,82574,109,2189,168.2,74800,113200.0,50.1,61200,52700.0,43.82232348,49.1,19.5,77.6,153.5,-7.3
2648,JEFFERSON,2016,5900,300,3718,295,181,181,2721,91039,109,2189,197.0,73700,109100.0,55.1,68600,51800.0,46.44355737,52.1,20.1,96.1,175.3,-7.0
2649,JEFFERSON,2017,4969,153,4440,248,51,51,3057,98965,106,2125,165.5,74000,113200.0,46.1,64800,54200.0,47.20693779,52.9,21.9,70.4,147.1,-1.9
2650,JEFFERSON,2018,5000,200,3517,250,83,83,2750,100007,108,2168,198.8,71600,115600.0,62.0,69300,51100.0,42.9291324,48.1,21.5,116.4,183.9,2.1
2651,JEFFERSON,2019,4900,200,3572,245,84,84,2768,101220,112,2231,162.7,70700,110000.0,53.3,64900,49450.0,43.38787157,48.6,22.6,90.8,154.3,7.7
2652,JOHNSON,1968,23200,4100,5173,1160,2768,2768,3302,167061,276,5518,97.9,104500,137000.0,34.3,90000,63900.0,27.43139387,30.8,32.4,40.2,96.4,7.0
2653,JOHNSON,1969,23300,3500,5950,1165,2389,2389,3561,152728,257,5135,100.0,107000,133000.0,35.3,85100,59000.0,21.42564534,24.0,30.3,40.9,98.0,-2.8
2654,JOHNSON,1970,23800,3400,5950,1190,2104,2104,3561,174728,254,5083,83.1,107200,138900.0,36.7,80200,64500.0,22.18108962,24.9,33.9,42.8,92.1,9.5
2655,JOHNSON,1971,24700,3200,5356,1235,1750,1750,3363,164394,215,4297,111.8,119800,155800.0,37.6,75300,64600.0,23.13981637,25.9,30.8,40.4,106.0,-8.9
2656,JOHNSON,1972,25100,3300,5679,1255,2014,2014,3470,159061,221,4417,113.0,107600,140400.0,36.0,70400,71200.0,23.8542203,26.7,33.4,38.0,107.7,-9.6
2657,JOHNSON,1973,24900,3200,5168,1245,2009,2009,7289,162394,219,4373,103.1,109600,147300.0,34.0,65500,86000.0,38.29490767,42.9,35.9,31.9,102.2,8.5
2658,JOHNSON,1974,22600,3400,4611,1130,2279,2279,7104,154061,189,3786,86.3,120900,157200.0,27.5,60600,82900.0,43.53415899,48.8,33.3,16.8,82.7,16.2
2659,JOHNSON,1975,22700,3700,3226,1135,2392,2392,6475,149861,199,3975,91.7,133800,159000.0,34.7,51800,74800.0,38.00212147,42.6,32.0,24.9,94.0,5.5
2660,JOHNSON,1976,23850,3950,4114,1192,2891,2891,6988,193533,219,4387,114.8,141900,175000.0,35.1,47300,69900.0,47.57918656,53.3,38.1,22.8,103.9,10.3
2661,JOHNSON,1977,24303,3835,4087,1215,2912,2912,7196,210100,235,4702,105.7,144800,171400.0,38.9,52800,72000.0,34.29844455,38.4,38.7,29.9,104.7,2.3
2662,JOHNSON,1978,23800,3600,4544,1190,2980,2980,8348,198333,248,4961,117.0,140000,170000.0,35.8,57100,80000.0,30.2931507,34.0,37.6,27.5,108.2,-9.1
2663,JOHNSON,1979,23000,3400,4356,1150,2517,2517,7119,216667,229,4582,133.3,149000,170000.0,41.1,61700,85200.0,38.64868013,43.3,36.4,36.2,124.8,-8.9
2664,JOHNSON,1980,24600,3300,3737,1230,2196,2196,6579,223333,228,4558,106.8,150000,174000.0,40.2,61800,88100.0,40.5741337,45.5,36.7,34.7,110.7,6.2
2665,JOHNSON,1981,26000,3300,3684,1300,2163,2163,7095,218711,224,4485,133.9,153000,180400.0,44.0,55300,90400.0,41.43956768,46.5,37.2,37.0,129.3,-8.6
2666,JOHNSON,1982,24700,3300,3038,1235,2241,2241,5946,203333,194,3886,125.1,154000,169400.0,37.9,55400,100800.0,34.9589929,39.2,34.4,28.2,118.9,-17.1
2667,JOHNSON,1983,20800,3200,3253,1040,2447,2447,5551,208333,198,3960,76.7,111000,117700.0,33.5,52800,97200.0,38.48079095,43.1,43.9,26.6,96.3,17.3
2668,JOHNSON,1984,18900,3200,2689,945,2843,2843,4596,203333,188,3764,117.7,146000,173600.0,32.5,57800,105700.0,37.55324335,42.1,34.2,21.9,107.1,-8.9
2669,JOHNSON,1985,16000,3100,2366,800,3062,3062,4455,209667,180,3590,114.9,148000,180000.0,38.6,54900,103500.0,38.6548133,43.3,34.6,29.8,114.7,-7.0
2670,JOHNSON,1986,15000,3100,2420,750,2460,2460,4807,187667,172,3449,127.5,127000,155200.0,38.9,59900,112500.0,37.59439217,42.1,34.3,35.8,125.1,-12.9
2671,JOHNSON,1987,16000,3100,2662,800,1740,1740,5554,176333,182,3633,110.3,108000,138700.0,40.6,56900,105100.0,41.90764855,47.0,37.4,41.8,121.8,4.4
2672,JOHNSON,1988,14500,3700,2675,725,2429,2429,5225,186667,174,3481,46.2,116000,146900.0,26.6,55800,101600.0,46.02451952,51.6,37.9,14.7,67.0,37.2
2673,JOHNSON,1989,14800,3800,2474,740,2368,2368,5491,156333,183,3655,101.5,121000,165500.0,40.5,59400,103700.0,43.78699654,49.1,32.1,39.7,113.4,7.5
2674,JOHNSON,1990,14000,4000,2635,700,2629,2629,5333,152576,174,3481,127.2,124000,163900.0,44.6,57300,93900.0,47.67485554,53.4,31.6,45.1,129.8,0.3
2675,JOHNSON,1991,13838,3590,2769,692,2349,2349,5166,152351,196,3916,97.3,130000,161700.0,41.4,58600,102700.0,49.17581586,55.1,29.8,38.9,113.3,10.5
2676,JOHNSON,1992,13702,3544,2366,685,2374,2374,4820,146805,185,3699,134.4,126000,169400.0,41.6,60000,100800.0,49.34041226,55.3,29.2,40.8,129.2,-3.9
2677,JOHNSON,1993,13441,3499,2393,672,2334,2334,4618,142068,185,3699,78.6,109000,147100.0,32.3,62000,97300.0,41.7224287,46.8,30.8,27.6,90.4,14.8
2678,JOHNSON,1994,13120,3522,2474,656,2332,2332,4433,135236,163,3264,155.5,115000,164300.0,51.5,65000,108800.0,57.71265263,64.7,28.2,65.0,157.6,0.3
2679,JOHNSON,1995,13225,3347,2447,661,2310,2310,4213,126920,148,2959,104.0,105000,157600.0,39.9,70000,114700.0,43.04266266,48.3,27.5,46.9,116.9,5.8
2680,JOHNSON,1996,12723,3305,2420,636,2233,2233,3992,118624,136,2720,121.9,110000,157200.0,40.7,78000,118800.0,58.97090272,66.1,24.2,50.4,126.8,13.9
2681,JOHNSON,1997,12533,3032,2689,627,1919,1919,3870,120518,640,12799,138.8,103700,161800.0,48.5,80200,145100.0,52.93146478,59.3,25.7,71.4,152.9,3.5
2682,JOHNSON,1998,12117,2945,2689,606,1908,1908,3563,124244,600,11990,134.9,106200,159700.0,52.3,80200,143600.0,51.99914446,58.3,25.5,79.3,159.2,3.9
2683,JOHNSON,1999,12372,2765,2743,619,1722,1722,3948,125874,556,11119,140.5,107000,158100.0,43.3,90000,139900.0,52.14582052,58.5,24.2,62.0,142.7,2.0
2684,JOHNSON,2000,12511,2589,2958,626,1555,1555,4019,126311,541,10819,141.5,108000,157000.0,40.8,89000,143900.0,51.82362493,58.1,24.0,55.2,138.7,-1.4
2685,JOHNSON,2001,12100,2500,2823,605,1522,1522,3708,128551,550,11007,156.4,102000,155700.0,46.9,92000,142000.0,48.75431025,54.7,24.4,73.5,156.9,-4.3
2686,JOHNSON,2002,10966,2758,7712,548,1251,1251,6165,129884,550,11009,177.1,104000,157000.0,49.2,87000,142000.0,46.36012402,52.0,26.4,76.3,169.4,-14.7
2687,JOHNSON,2003,11000,2200,7158,550,1133,1133,6053,138275,519,10373,160.4,105000,159500.0,31.7,89000,139400.0,48.55365302,54.4,26.4,33.4,127.0,-12.8
2688,JOHNSON,2004,9500,4300,7254,475,1553,1553,5751,146335,527,10530,173.8,110500,159500.0,48.6,84000,141400.0,53.85818822,60.4,29.2,70.9,166.5,-6.0
2689,JOHNSON,2005,10000,4000,7928,500,1082,1082,5643,154078,530,10590,135.8,105000,163500.0,46.0,85000,133900.0,55.82019081,62.6,30.5,67.2,144.4,15.9
2690,JOHNSON,2006,11000,4000,8815,550,1018,1018,5938,163017,533,10653,171.8,103500,160800.0,48.8,85000,138000.0,53.12612416,59.6,32.3,74.6,165.5,1.0
2691,JOHNSON,2007,11968,3481,13336,598,1058,1058,9188,175947,505,10108,171.1,119500,181900.0,49.5,71500,119300.0,54.69792317,61.3,34.9,63.3,160.9,-1.4
2692,JOHNSON,2008,12800,3300,10083,640,1248,1248,7792,170011,490,9810,161.0,108000,166000.0,46.0,79000,133600.0,62.67780522,70.3,34.0,63.5,154.4,13.4
2693,JOHNSON,2009,12200,3300,9389,610,1384,1384,7248,155562,548,10957,178.8,114000,182000.0,51.5,83500,127100.0,51.37568663,57.6,30.1,76.1,169.1,-5.3
2694,JOHNSON,2010,11800,3300,9474,590,1403,1403,6964,144617,586,11715,150.9,110500,169000.0,48.9,86500,138000.0,51.51790853,57.8,28.7,72.8,156.1,3.2
2695,JOHNSON,2011,11400,3200,9241,570,1489,1489,6574,135257,620,12403,171.9,119500,180500.0,55.2,82700,129100.0,65.01085619,72.9,26.6,81.8,173.3,8.0
2696,JOHNSON,2012,12106,2124,9927,605,916,916,6491,124675,561,11229,132.4,117500,177500.0,47.4,88000,132900.0,52.20123396,58.5,23.7,67.6,143.4,6.4
2697,JOHNSON,2013,12600,2100,7654,630,1001,1001,5599,118179,637,12736,181.1,112500,167500.0,46.3,85000,138900.0,52.25008094,58.6,23.5,65.3,163.7,-16.3
2698,JOHNSON,2014,12000,2100,6947,600,1032,1032,5230,114330,663,13262,184.6,109000,169200.0,50.0,91600,139800.0,47.05640194,52.8,22.5,78.5,172.2,-18.4
2699,JOHNSON,2015,11800,2100,6440,590,987,987,4927,108195,676,13524,187.1,111500,168500.0,55.4,90300,140400.0,51.65025973,57.9,21.4,90.0,184.0,-14.7
2700,JOHNSON,2016,11700,2000,6048,585,852,852,4662,104150,676,13524,189.0,108000,177800.0,56.1,94900,133500.0,54.76912795,61.4,20.5,95.8,183.5,-5.8
2701,JOHNSON,2017,11313,1853,7490,566,523,523,5009,99180,657,13130,213.1,109500,170900.0,56.4,92700,141500.0,55.70586096,62.4,19.8,94.6,196.3,-19.5
2702,JOHNSON,2018,11400,1800,5934,570,634,634,4490,100322,670,13392,212.3,107000,171300.0,59.9,91800,141400.0,50.68407554,56.8,20.0,104.1,202.7,-21.8
2703,JOHNSON,2019,11200,1800,6025,560,652,652,4521,101652,689,13787,181.3,103500,179400.0,55.5,85400,133600.0,51.21993359,57.4,21.3,91.1,178.9,-9.1
2704,JONES,1968,16300,10600,8727,815,13409,13409,5421,155785,1705,34096,105.8,112100,54000.0,35.6,71300,43700.0,31.65576021,35.5,47.5,36.5,111.8,7.7
2705,JONES,1969,17400,10200,10038,870,11732,11732,5858,141285,1587,31730,98.0,117000,50000.0,34.3,65700,43000.0,24.5498592,27.5,44.7,31.3,107.3,-3.8
2706,JONES,1970,17400,9500,10038,870,11335,11335,5858,152952,1570,31408,92.8,117900,55700.0,39.0,60100,43100.0,26.05766581,29.2,46.6,37.9,112.0,1.7
2707,JONES,1971,19600,8700,9035,980,9789,9789,5524,147285,1328,26553,106.1,128000,65500.0,35.4,54500,45200.0,27.46818436,30.8,42.7,27.7,108.7,-7.5
2708,JONES,1972,21300,8500,9579,1065,10205,10205,5705,143618,1365,27293,113.0,119000,57100.0,36.0,48900,49400.0,28.51279511,32.0,46.4,28.0,116.7,-10.3
2709,JONES,1973,21600,8400,8718,1080,9660,9660,16906,147952,1351,27025,100.0,125100,63800.0,35.0,43300,57900.0,39.77195006,44.6,51.8,23.3,110.5,9.2
2710,JONES,1974,21100,7200,7779,1055,8188,8188,18426,143952,1170,23394,86.9,135300,66600.0,29.0,37700,53400.0,46.36843848,52.0,48.0,12.7,91.3,21.4
2711,JONES,1975,22000,7400,5443,1100,8263,8263,15348,138285,1228,24564,105.0,138700,73400.0,36.8,33800,50900.0,41.98604545,47.1,46.2,19.7,110.8,2.2
2712,JONES,1976,25300,7400,6940,1265,7705,7705,16213,177167,1355,27105,85.8,150200,79800.0,30.6,28200,48100.0,55.91991475,62.7,51.2,10.6,89.2,35.3
2713,JONES,1977,23717,7213,6894,1186,8072,8072,16565,175500,1453,29054,102.9,149500,82900.0,40.9,31700,51800.0,43.56608473,48.8,50.3,21.5,114.6,6.0
2714,JONES,1978,21200,6800,7665,1060,8582,8582,17888,173333,1533,30654,119.6,148000,74000.0,38.9,37200,54000.0,39.87337264,44.7,49.2,22.5,121.8,-5.4
2715,JONES,1979,19500,6500,7348,975,8210,8210,15116,195000,1416,28315,132.4,149000,73000.0,42.2,41500,56600.0,48.5741847,54.5,48.6,28.2,134.6,-3.3
2716,JONES,1980,21700,6400,6305,1085,6663,6663,14102,190000,1408,28168,124.5,148000,76000.0,43.2,43800,57100.0,46.85947386,52.5,46.6,30.8,132.4,-2.5
2717,JONES,1981,21900,6400,6214,1095,6410,6410,12871,190785,1386,27710,134.4,163000,83400.0,44.6,42700,58300.0,50.49703467,56.6,42.9,29.6,137.6,-8.5
2718,JONES,1982,21000,6600,5125,1050,5455,5455,10808,181667,1201,24012,132.0,159000,76900.0,41.0,41000,60000.0,45.83575518,51.4,41.4,25.3,132.3,-14.2
2719,JONES,1983,17700,6500,5488,885,5765,5765,10996,186667,1223,24470,89.0,114000,48700.0,35.7,40800,57000.0,47.00067684,52.7,53.9,24.9,113.2,18.3
2720,JONES,1984,17300,6600,4536,865,6448,6448,9312,171000,1163,23260,131.1,165000,86600.0,35.4,43900,64700.0,45.14822918,50.6,37.5,19.5,120.7,-13.1
2721,JONES,1985,15500,6600,3991,775,6441,6441,10664,178000,1109,22184,125.3,171000,95700.0,38.5,42100,65500.0,48.47538096,54.3,37.7,21.7,122.4,-8.7
2722,JONES,1986,15000,6100,4082,750,6370,6370,10694,177333,1066,21310,145.3,150000,82300.0,43.0,43200,69500.0,43.67395196,49.0,40.9,30.0,143.1,-23.2
2723,JONES,1987,16500,5700,4490,825,5454,5454,12830,179333,1123,22453,124.2,126000,67400.0,46.6,42200,57000.0,49.6005136,55.6,47.8,38.5,141.7,0.2
2724,JONES,1988,16500,5600,4513,825,6026,6026,11838,196333,1076,21512,49.9,131000,60200.0,23.5,44300,53900.0,51.89518977,58.2,47.9,7.2,67.3,46.0
2725,JONES,1989,16600,5700,4173,830,5457,5457,11891,185000,1129,22588,109.0,146000,72400.0,38.2,44900,59800.0,48.51181037,54.4,42.5,25.4,118.6,3.7
2726,JONES,1990,15800,6200,4445,790,5181,5181,12131,180892,1076,21512,129.0,152000,72100.0,48.1,43000,54100.0,51.91200915,58.2,41.3,35.6,143.3,-8.2
2727,JONES,1991,15842,5389,4672,792,4635,4635,12356,181100,1210,24201,110.1,154000,73900.0,48.5,45400,56200.0,54.17641467,60.7,39.9,37.3,136.5,1.4
2728,JONES,1992,15914,5135,3991,796,4642,4642,12278,174722,1143,22856,135.7,157000,72900.0,43.4,45000,52900.0,53.61436196,60.1,38.1,30.3,136.8,-8.3
2729,JONES,1993,15843,4872,4037,792,4505,4505,12442,169341,1143,22856,85.2,144000,58800.0,36.6,49000,54700.0,46.298076,51.9,39.0,25.2,108.6,7.5
2730,JONES,1994,15699,4689,4173,785,4424,4424,12637,161501,1008,20168,152.7,154000,69500.0,51.9,50000,55800.0,59.51662374,66.7,35.5,44.6,162.2,-15.4
2731,JONES,1995,16068,4234,4127,803,4271,4271,12770,152032,914,18285,117.7,150000,39400.0,44.6,54000,69800.0,50.16785044,56.2,33.7,37.8,154.2,-26.5
2732,JONES,1996,15699,3945,4082,785,4026,4026,12905,142746,840,16807,143.9,157000,64300.0,46.8,60000,55800.0,63.10221885,70.7,30.2,42.7,150.6,-7.0
2733,JONES,1997,15710,3381,4536,786,3364,3364,13205,144978,990,19791,143.2,143200,63400.0,50.9,74300,64900.0,56.76875129,63.6,30.1,60.4,163.2,-9.1
2734,JONES,1998,15147,3085,4536,757,3199,3199,11245,140350,882,17639,155.6,145000,63400.0,53.7,76300,62200.0,57.93824826,64.9,27.7,66.1,172.6,-13.9
2735,JONES,1999,15425,2689,4626,771,2750,2750,12575,133430,774,15470,159.7,137000,59200.0,53.5,83000,66800.0,56.9459751,63.8,26.9,72.0,177.7,-15.0
2736,JONES,2000,15555,2306,4989,778,2334,2334,12663,125509,707,14139,141.3,138000,62300.0,45.9,83000,66800.0,56.98910514,63.9,25.4,56.2,152.7,-7.2
2737,JONES,2001,15000,2000,4762,750,2099,2099,11654,119245,670,13394,168.5,132000,40900.0,50.4,89000,54400.0,51.98991515,58.3,23.8,70.1,177.4,-25.2
2738,JONES,2002,13394,2724,25219,670,1302,1302,20805,112276,617,12344,173.0,134000,63000.0,49.8,83000,60800.0,49.65008858,55.7,28.4,65.3,170.5,-21.1
2739,JONES,2003,13500,2400,21078,675,1498,1498,19693,113238,546,10912,164.0,138000,65000.0,32.2,83000,61600.0,50.6071587,56.7,27.0,28.4,129.8,-17.7
2740,JONES,2004,12000,1700,19532,600,1158,1158,17844,114006,516,10323,168.3,143000,67000.0,46.8,77000,60700.0,59.79855361,67.0,25.5,54.1,161.1,-14.5
2741,JONES,2005,11000,1900,19755,550,1421,1421,16585,114599,480,9597,148.3,143000,67500.0,51.8,74500,60400.0,62.18832203,69.7,25.4,62.2,163.3,-6.0
2742,JONES,2006,10000,1700,20521,500,1510,1510,17174,116008,442,8837,175.5,139500,63800.0,52.4,78500,63500.0,57.921923,64.9,25.5,66.5,177.6,-20.7
2743,JONES,2007,12142,2167,29229,607,1640,1640,23719,119945,379,7581,181.2,162500,78000.0,52.5,58000,48300.0,59.99089638,67.2,29.3,48.8,169.3,-24.0
2744,JONES,2008,13000,2100,22168,650,1953,1953,20851,118738,367,7333,167.0,153500,66000.0,46.5,69500,58900.0,70.65890396,79.2,27.4,47.7,159.7,-5.4
2745,JONES,2009,12400,2100,20715,620,2112,2112,19853,110909,360,7199,190.1,154000,76400.0,50.0,70000,54400.0,53.93679015,60.5,25.9,53.7,171.7,-31.6
2746,JONES,2010,12000,2100,20979,600,2109,2109,19427,105314,335,6708,168.9,158000,67000.0,52.6,66400,58800.0,68.77485912,77.1,25.0,55.0,172.4,-15.3
2747,JONES,2011,11500,2000,20553,575,2176,2176,18770,100632,306,6124,171.4,164500,73500.0,60.4,62300,60400.0,88.77648025,99.5,23.8,62.6,187.0,-1.1
2748,JONES,2012,14368,1604,22187,718,1183,1183,18801,95180,236,4713,127.3,163000,70400.0,51.6,64300,65200.0,83.92901443,94.1,22.8,51.1,155.7,12.3
2749,JONES,2013,15000,1600,19345,750,1268,1268,18489,100984,267,5347,179.3,157000,71900.0,53.5,68300,66800.0,77.75550473,87.2,23.5,57.8,179.7,-11.2
2750,JONES,2014,14200,1600,19810,710,1199,1199,19279,108495,278,5567,180.1,157000,73000.0,52.5,70900,67000.0,67.14151899,75.3,24.2,57.7,177.7,-20.5
2751,JONES,2015,14700,1600,20690,735,1191,1191,20207,114270,284,5677,186.6,150500,73100.0,55.2,75400,60900.0,73.96774456,82.9,25.6,66.7,183.4,-8.2
2752,JONES,2016,15500,1500,21885,775,1074,1074,21241,121899,284,5677,201.3,158000,72300.0,60.4,70700,68300.0,78.80220356,88.3,26.5,70.5,203.0,-17.7
2753,JONES,2017,16294,1472,30535,815,729,729,24759,128746,276,5511,217.0,153000,71400.0,54.9,77200,64400.0,80.34006829,90.1,28.9,66.5,196.6,-11.1
2754,JONES,2018,16500,1500,24190,825,1041,1041,22644,130115,281,5622,208.9,153000,69900.0,60.1,72400,68500.0,72.76916665,81.6,28.6,72.7,206.2,-23.3
2755,JONES,2019,16100,1500,24562,805,1024,1024,22768,131708,289,5788,203.0,153500,69500.0,57.2,68400,64200.0,73.56765983,82.5,29.3,65.0,196.4,-19.6
2756,KEOKUK,1968,19700,2700,35577,985,153,153,26440,171189,716,14312,90.7,92000,103000.0,34.5,107000,35500.0,24.96852072,28.0,42.2,47.3,88.0,29.5
2757,KEOKUK,1969,20200,2600,40921,1010,-213,-213,28221,167189,666,13319,89.0,96000,101000.0,30.1,99200,33000.0,16.36121433,18.3,43.4,32.6,81.6,12.7
2758,KEOKUK,1970,21500,2400,40921,1075,-346,-346,28221,179856,659,13184,88.5,97500,104300.0,33.9,91400,37100.0,16.27768397,18.2,46.5,41.0,86.6,19.1
2759,KEOKUK,1971,23300,2100,36834,1165,-306,-306,26859,173189,557,11147,115.6,109000,116400.0,35.8,83600,42000.0,19.40810355,21.8,43.6,41.3,103.8,2.9
2760,KEOKUK,1972,25000,1900,39053,1250,-184,-184,27599,173856,573,11457,118.5,102200,104200.0,36.0,75800,50600.0,20.45562029,22.9,48.0,40.9,109.7,2.1
2761,KEOKUK,1973,25000,1700,35540,1250,-54,-54,16180,179856,567,11344,107.2,109300,105400.0,32.0,68000,64800.0,35.52218508,39.8,43.3,28.6,101.6,10.1
2762,KEOKUK,1974,25000,1600,31712,1250,91,91,15037,169189,491,9820,91.8,117800,114900.0,25.4,60200,57400.0,42.19945241,47.3,40.5,13.1,81.8,19.1
2763,KEOKUK,1975,26700,1400,22189,1335,288,288,11796,167289,516,10311,89.8,127400,128200.0,32.3,51500,51600.0,36.20560701,40.6,37.9,21.9,87.3,13.1
2764,KEOKUK,1976,27900,1100,28291,1395,277,277,13997,189567,569,11378,109.4,137300,137000.0,33.3,43300,47200.0,46.74236246,52.4,42.2,19.6,97.0,17.2
2765,KEOKUK,1977,28001,1016,28106,1400,227,227,14102,200900,610,12196,68.3,140000,138500.0,38.4,47600,52500.0,31.10595373,34.9,42.2,27.7,82.1,22.7
2766,KEOKUK,1978,27000,900,31250,1350,147,147,15250,196667,643,12868,113.6,136000,135000.0,36.0,55300,57000.0,27.46916161,30.8,41.4,27.8,105.2,-5.2
2767,KEOKUK,1979,24000,900,29955,1200,89,89,14152,208333,594,11886,134.9,129000,144000.0,39.3,63400,61500.0,35.28137615,39.6,41.6,37.6,120.6,-1.8
2768,KEOKUK,1980,24500,900,25703,1225,171,171,12401,215000,591,11824,115.9,135000,147000.0,42.7,64200,61700.0,34.78884731,39.0,40.0,42.7,114.8,6.9
2769,KEOKUK,1981,24500,900,25333,1225,132,132,12644,220857,582,11631,127.0,144000,149100.0,42.4,67500,55300.0,37.53565335,42.1,38.4,41.7,118.0,4.2
2770,KEOKUK,1982,23400,900,20895,1170,310,310,10865,215000,504,10080,122.6,135000,149100.0,38.2,68800,54200.0,33.70095767,37.8,37.8,36.5,110.4,1.7
2771,KEOKUK,1983,20300,900,22374,1015,295,295,11058,230000,514,10271,38.9,92000,107300.0,29.6,61900,51200.0,35.46277228,39.8,52.3,24.8,60.7,56.2
2772,KEOKUK,1984,20300,800,18491,1015,140,140,8864,224333,488,9764,123.3,120000,143400.0,32.5,63400,57600.0,33.53103707,37.6,41.5,26.7,105.2,0.6
2773,KEOKUK,1985,17000,800,16272,850,226,226,8257,216667,466,9312,123.4,135000,145300.0,40.4,61000,54600.0,37.07297757,41.6,37.0,37.3,113.9,2.0
2774,KEOKUK,1986,15500,800,16642,775,228,228,8147,182000,447,8946,132.8,126000,125500.0,41.0,64700,59700.0,32.66971776,36.6,33.1,41.8,123.5,-12.0
2775,KEOKUK,1987,15500,400,18306,775,76,76,8819,171333,471,9425,128.2,106000,104600.0,44.3,61300,56600.0,38.87256209,43.6,36.2,51.7,128.6,2.9
2776,KEOKUK,1988,16311,362,18399,816,52,52,8966,176667,451,9030,39.4,113000,106600.0,26.0,65600,55200.0,41.01045898,46.0,34.8,15.5,57.4,38.9
2777,KEOKUK,1989,17000,400,17012,850,54,54,8337,173333,474,9481,103.9,121000,118400.0,37.1,63900,59300.0,39.98167028,44.8,32.9,35.3,104.6,8.4
2778,KEOKUK,1990,17700,400,18121,885,54,54,8640,168812,451,9030,120.0,117000,118900.0,42.0,57800,56500.0,45.83826867,51.4,34.5,42.5,118.5,9.9
2779,KEOKUK,1991,17150,346,19046,858,23,23,8882,168119,508,10159,96.9,122000,127100.0,49.2,61500,57600.0,48.60369935,54.5,32.9,56.1,115.4,28.1
2780,KEOKUK,1992,16627,327,16272,831,42,42,7891,161641,480,9594,133.5,119000,123900.0,41.8,64000,59900.0,49.86594339,55.9,31.3,44.6,125.3,6.5
2781,KEOKUK,1993,15953,308,16457,798,29,29,7886,156042,480,9594,78.9,108000,103000.0,37.4,68000,60400.0,41.68410569,46.7,31.6,40.1,96.3,22.1
2782,KEOKUK,1994,15212,293,17012,761,15,15,8004,148194,423,8466,153.3,115000,112300.0,53.0,70000,64900.0,57.91780071,64.9,28.8,71.2,155.5,9.4
2783,KEOKUK,1995,14959,262,16827,748,13,13,7876,138779,384,7675,104.8,89000,102500.0,41.3,85000,69700.0,45.10544654,50.6,29.0,61.0,118.2,22.4
2784,KEOKUK,1996,14018,241,16642,701,0,0,7748,129421,353,7054,123.0,115000,106300.0,43.0,74000,77500.0,58.44593286,65.5,25.2,52.5,130.7,12.5
